K,index,func_id,expr,ssl_root,ssl_abs,ssl_ok,ssl_time_ms,baseline_root,baseline_abs,baseline_ok,baseline_time_ms,winner
25,0,12,(1.71404*exp(-0.0807301*x)*sin(0.541319*x) - 1.25308)/1.25308 = 0,nan,inf,False,3.591145003156271,3.408419996880302,2.1312085998933322e-11,True,2.378352000960149,baseline
25,1,9,1.65102 + 0.639815*x + 1.37698*log(1+0.05*x) - 2.61043 = 0,nan,inf,False,3.0831419935566373,1.3581160945403172,2.5912605394751154e-12,True,2.1383860002970323,baseline
25,2,12,3.78345*exp(-0.181742*x)*sin(2.65795*x) - 0.165845 = 0,nan,inf,False,2.9873489984311163,17.048361020520886,3.192088260384196e-11,True,2.2761889995308593,baseline
25,3,1,(1.01857*exp(-0.105927*x)*cos(1.50594*x) + 0.348143*cos(1.79438*x) - 0.23077)/1.13594 = 0,nan,inf,False,3.293947003840003,13.461875677506018,9.426078770633056e-11,True,2.400458004558459,baseline
25,4,5,(3.42707*exp(-0.566335*x)*sin(1.4723*x) - -1.45961)/1.45961 = 0,nan,inf,False,3.021059004822746,nan,inf,False,1.4930730030755512,none
25,5,10,(724.273*exp(-5.72819/(1+x)) - 31.0311)/28.6751 = 0,nan,inf,False,2.999483003804926,0.8183699947317551,8.846244794566251e-11,True,2.0165369933238253,baseline
25,6,11,0.890274*(exp(1.52221*x)-1) - 0.492749 = 0,nan,inf,False,7.256297001731582,0.28938036247549903,5.2483073442743944e-11,True,1.9708179970621131,baseline
25,7,5,(0.878069*exp(-0.674483*x)*sin(2.46775*x) - -1.04252)/1.04252 = 0,nan,inf,False,3.124590999505017,nan,inf,False,1.5080559969646856,none
25,8,9,0.516433 + 2.56293*x + -0.357737*log(1+0.363672*x) - -0.000625118 = 0,nan,inf,False,2.9892800012021326,nan,inf,False,1.3545730034820735,none
25,9,1,(1.02289*exp(-0.497793*x)*cos(1.92342*x) + 1.35436*cos(1.42009*x) - 0.515458)/1.86179 = 0,nan,inf,False,3.057408997847233,9.684698318291513,7.153660122372421e-11,True,2.3793130021658726,baseline
25,10,6,(31.4314 + (62.345-31.4314)*exp(-0.236595*x)*cosh(1.49552*x) - 71.1143)/8.76931 = 0,nan,inf,False,3.4217249994981103,0.6395621541743803,9.493176544919139e-11,True,2.1564400012721308,baseline
25,11,1,(1.87662*exp(-0.0566178*x)*cos(1.79546*x) + 1.94547*cos(2.46239*x) - 0.91442)/2.90767 = 0,nan,inf,False,3.254123999795411,15.540722429827186,3.05666716007464e-11,True,2.4292390007758513,baseline
25,12,5,(2.65995*exp(-0.22428*x)*sin(2.5047*x) - 1.69412)/1.69412 = 0,nan,inf,False,2.6854290044866502,0.29914078374788644,4.1173118794849026e-11,True,2.3142980062402785,baseline
25,13,12,(1.69759*exp(-0.454201*x)*sin(1.60688*x) - 1.72407)/1.72407 = 0,nan,inf,False,3.0051060020923615,nan,inf,False,1.6065189993241802,none
25,14,10,(734.686*exp(-6.52936/(1+x)) - 2.84625)/1.77365 = 0,nan,inf,False,2.612833006423898,0.1757323371455774,7.809875806795122e-11,True,2.1880530039197765,baseline
